orth,phon,type,Sim 1,,Sim 2 (raw),Sim 2 (sqrt),Sim 3 (RT)
pouch,/pWC/,LFRI,0.047295,0.045100,0.005352,1.71,
pound,/pWnd/,#,0.028485,0.001597,0.013099,1.75,
pour,/pOr/,#,0.112247,0.140752,0.087984,1.89,
pout,/pWt/,#,0.007975,0.002032,0.009316,1.68,
praise,/prAz/,#,0.018287,0.011305,0.005924,1.73,
pram,/pr@m/,#,0.037256,0.093432,0.005594,1.76,
prank,/pr@Nk/,#,0.007513,0.003356,0.006646,1.51,
pray,/prA/,#,0.001531,0.001353,0.000345,1.58,
preach,/prEC/,#,0.004671,0.001672,0.003472,1.71,
prep,/prep/,#,0.002046,0.019196,0.005772,1.54,
press,/pres/,#,0.002416,0.000414,0.001237,1.57,
prey,/prA/,#,0.006202,0.000645,0.000618,1.66,
price,/prIs/,#,0.010448,0.003062,0.007029,1.8,
prick,/prik/,#,0.008127,0.003058,0.003672,1.74,
pride,/prId/,#,0.008692,0.009119,0.007852,1.79,
pried,/prId/,#,0.062984,0.119402,0.008787,1.73,
priest,/prEst/,#,0.052757,0.055605,0.084748,1.71,
prim,/prim/,#,0.015513,0.030863,0.012665,1.79,
prime,/prIm/,#,0.016568,0.009840,0.013377,1.7,
prince,/prins/,#,0.036789,0.023500,0.024495,1.73,
print,/print/,#,0.111483,0.131626,0.066751,1.73,
prize,/prIz/,#,0.004869,0.001413,0.004277,1.87,
pro,/prO/,#,0.133604,0.024636,0.056736,1.96,
probe,/prOb/,#,0.020850,0.091457,0.024998,1.93,
prod,/prad/,#,0.011150,0.004172,0.005837,1.89,
prompt,/prampt/,#,0.045940,0.063483,0.029951,1.85,
prone,/prOn/,#,0.025173,0.037125,0.008933,1.76,
proof,/prUf/,#,0.018750,0.010596,0.008741,1.73,
prop,/prap/,#,0.032818,0.005599,0.005567,1.74,
prose,/prOz/,#,0.023209,0.017485,0.057745,1.75,
proud,/prWd/,#,0.007205,0.011115,0.011140,1.9,
prove,/prUv/,#,0.084915,0.032598,0.067433,1.87,
prow,/prW/,#,0.139306,0.061812,0.115144,1.76,
prowl,/prWl/,#,0.160751,0.004676,0.014050,1.78,
prune,/prUn/,#,0.011675,0.032353,0.083501,1.73,
pry,/prI/,#,0.009842,0.000667,0.000506,1.69,
psalm,/sam/,#,0.066173,0.227448,0.130178,1.73,
pub,/p^b/,#,0.063659,0.137767,0.041398,1.77,
puck,/p^k/,#,0.006601,0.017198,0.009731,1.78,
puff,/p^f/,#,0.015639,0.013301,0.041677,1.72,
puke,/pyUk/,#,0.246786,0.072202,0.045720,1.86,
pull,/pul/,HFE,0.011781,0.005778,0.018524,1.63,
pulp,/p^lp/,#,0.026477,0.034625,0.004184,1.7,
pulse,/p^ls/,#,0.141495,0.080124,0.117401,1.92,
pump,/p^mp/,LEC,0.018139,0.039319,0.006658,1.83,
pun,/p^n/,#,0.005233,0.005120,0.008444,1.74,
punch,/p^nC/,#,0.010444,0.014728,0.043746,1.82,
punk,/p^Nk/,#,0.019275,0.020472,0.002361,1.74,
punt,/p^nt/,#,0.014515,0.190073,0.125671,4.16,
pup,/p^p/,#,0.044464,0.036381,0.042810,1.8,
pure,/pyur/,#,0.146798,0.037408,0.064701,1.89,
purge,/purj/,#,0.074185,0.027430,0.040773,1.89,
purse,/purs/,#,0.053974,0.047329,0.037545,1.8,
pus,/p^s/,#,0.267548,0.252280,0.076256,1.77,
push,/puS/,#,0.053690,0.029529,0.040176,1.75,
put,/put/,HFE,0.093993,0.004517,0.026049,1.63,
putt,/p^t/,#,0.057388,0.044968,0.034766,1.68,
pyre,/pIr/,#,0.064561,0.002347,0.000799,1.75,
quack,/kw@k/,#,0.052278,0.039298,0.020407,1.52,
quail,/kwAl/,#,0.003382,0.012552,0.012995,1.68,
quaint,/kwAnt/,#,0.016888,0.019704,0.009672,1.66,
quake,/kwAk/,#,0.007598,0.007445,0.010533,1.74,
qualms,/kwalmz/,#,0.260691,0.811537,0.137387,2.13,
quart,/kwOrt/,#,0.086280,0.064878,0.023076,1.67,
quartz,/kwOrts/,#,0.173738,0.791486,0.186657,1.81,
quay,/kwA/,STR,0.005934,0.009503,0.007237,1.58,
queen,/kwEn/,#,0.007596,0.006668,0.004441,1.75,
queer,/kwEr/,#,0.025657,0.011222,0.001731,1.74,
quell,/kwel/,#,0.038331,0.027026,0.030876,1.71,
quench,/kwenC/,#,0.035231,0.022577,0.024278,1.88,
quest,/kwest/,#,0.014087,0.002947,0.004563,1.76,
queue,/kyU/,#,0.122654,0.297753,0.065868,1.95,
quick,/kwik/,#,0.001556,0.000841,0.001118,1.64,
quill,/kwil/,#,0.005232,0.002761,0.012887,1.69,
quilt,/kwilt/,#,0.023836,0.052280,0.044496,1.84,
quince,/kwins/,#,0.071019,0.055293,0.033613,1.78,
quirk,/kwurk/,#,0.081491,0.000838,0.001895,1.77,
quit,/kwit/,#,0.025894,0.010087,0.005103,1.81,
quite,/kwIt/,#,0.013311,0.002279,0.008940,1.84,
quiz,/kwiz/,#,0.012091,0.011176,0.019613,2.51,
quo,/kwO/,#,0.050733,0.032662,0.055143,1.73,
quote,/kwOt/,#,0.003179,0.040181,0.007176,1.75,
race,/rAs/,#,0.011111,0.007091,0.026787,1.79,
rack,/r@k/,REG,0.002154,0.000952,0.001497,1.71,
raft,/r@ft/,#,0.007727,0.018868,0.011681,1.72,
rag,/r@g/,#,0.003931,0.013558,0.003664,1.78,
rage,/rAj/,#,0.054479,0.011516,0.016516,1.78,
raid,/rAd/,#,0.023739,0.001131,0.001981,1.72,
rail,/rAl/,#,0.000729,0.003952,0.001297,1.62,
rain,/rAn/,#,0.004133,0.000372,0.000996,1.6,
raise,/rAz/,#,0.011648,0.001508,0.004818,1.74,
rake,/rAk/,#,0.001968,0.000460,0.001078,1.71,
ram,/r@m/,#,0.009325,0.001154,0.001581,1.56,
ramp,/r@mp/,#,0.001159,0.001490,0.007225,1.58,
ran,/r@n/,#,0.003332,0.000973,0.000285,1.55,
ranch,/r@nC/,#,0.009591,0.005958,0.005468,1.77,
rang,/r@N/,#,0.013885,0.006477,0.003643,1.68,
range,/rAnj/,#,0.066155,0.005315,0.013924,1.75,
rank,/r@Nk/,#,0.001132,0.005979,0.001610,1.52,
rant,/r@nt/,#,0.006288,0.004521,0.001994,1.59,
rap,/r@p/,#,0.002931,0.001430,0.000910,1.62,
rape,/rAp/,#,0.002349,0.002523,0.005060,1.69,
rapt,/r@pt/,#,0.006133,0.002116,0.001458,1.65,
rare,/rAr/,#,0.022682,0.014437,0.034449,1.93,
rash,/r@S/,#,0.004039,0.003240,0.001220,1.66,
rasp,/r@sp/,#,0.025281,0.018825,0.031033,1.7,
rat,/r@t/,#,0.001276,0.002927,0.017253,1.68,
rate,/rAt/,#,0.001887,0.000957,0.002749,1.78,
rave,/rAv/,LFRI,0.031878,0.034765,0.129913,2.41,
raw,/ro/,#,0.001057,0.001234,0.001774,1.63,
ray,/rA/,#,0.000934,0.000173,0.000297,1.6,
rays,/rAz/,#,0.013069,0.004810,0.008279,1.71,
raze,/rAz/,#,0.024818,0.001405,0.004221,1.78,
reach,/rEC/,#,0.004863,0.001573,0.005160,1.73,
*read,/rEd/,homg,1.785243,1.500635,1.507039,3.17,
read,/red/,homg,1.066133,1.278902,1.275507,3.17,
real,/rEl/,#,0.009105,0.001583,0.002930,1.67,
realm,/relm/,#,0.146948,0.072551,0.047199,1.77,
ream,/rEm/,#,0.032217,0.027331,0.014604,1.54,
reap,/rEp/,#,0.012227,0.007355,0.020271,1.7,
rear,/rEr/,#,0.021309,0.022000,0.020610,1.76,
red,/red/,#,0.000462,0.000079,0.000447,1.55,
reed,/rEd/,#,0.001002,0.000717,0.005620,1.61,
reef,/rEf/,LRIC,0.001605,0.000278,0.000752,1.61,
reek,/rEk/,#,0.000523,0.000426,0.001174,1.61,
reel,/rEl/,#,0.000617,0.000591,0.002813,1.65,
ref,/ref/,#,0.000449,0.000037,0.000971,1.56,
reign,/rAn/,#,0.043693,0.006873,0.037371,1.64,
rein,/rAn/,#,0.048549,0.119337,0.045468,1.66,
rend,/rend/,#,0.001107,0.000408,0.003898,1.54,
rent,/rent/,#,0.000334,0.000391,0.000522,1.55,
rest,/rest/,#,0.001280,0.000351,0.000562,1.56,
retch,/reC/,#,0.008152,0.004078,0.001946,1.79,
rev,/rev/,#,0.066050,0.006642,0.007993,1.75,
rheum,/rUm/,#,0.028763,0.036635,0.012452,1.67,
rhyme,/rIm/,#,0.030833,0.036337,0.018852,1.66,
rib,/rib/,#,0.018790,0.114230,0.010562,1.8,
rice,/rIs/,HFRIC,0.033919,0.003060,0.015541,1.8,
rich,/riC/,#,0.029323,0.013438,0.014356,1.76,
ride,/rId/,#,0.001250,0.000454,0.002858,1.75,
ridge,/rij/,#,0.017474,0.020829,0.013345,1.79,
rift,/rift/,#,0.021236,0.001982,0.007749,1.78,
rig,/rig/,#,0.010437,0.004454,0.004555,1.74,
right,/rIt/,#,0.011473,0.000401,0.001330,1.72,
rile,/rIl/,#,0.001308,0.001259,0.001673,1.78,
rim,/rim/,#,0.003076,0.000709,0.003417,1.54,
rime,/rIm/,#,0.004384,0.001704,0.002233,1.53,
rind,/rInd/,#,0.082636,0.101262,0.027653,2.06,
ring,/riN/,#,0.001750,0.001600,0.006268,1.65,
rink,/riNk/,REG,0.002149,0.001853,0.009311,1.59,
rinse,/rins/,#,0.287591,0.171524,0.096586,1.79,
rip,/rip/,#,0.000759,0.000252,0.001468,1.66,
ripe,/rIp/,LEC,0.003059,0.005448,0.002538,1.66,
rise,/rIz/,#,0.069966,0.013371,0.022568,1.76,
risk,/risk/,#,0.022500,0.003198,0.020991,1.72,
rite,/rIt/,#,0.003098,0.001457,0.002118,1.73,
roach,/rOC/,#,0.004463,0.002086,0.005755,1.71,
road,/rOd/,#,0.012240,0.000570,0.003455,1.68,
roam,/rOm/,#,0.004103,0.005529,0.003777,1.52,
roar,/rOr/,#,0.009217,0.003237,0.005522,1.65,
roast,/rOst/,#,0.009745,0.006278,0.006597,1.71,
rob,/rab/,#,0.011997,0.021973,0.017266,1.92,
robe,/rOb/,#,0.007102,0.014778,0.024339,1.87,
rock,/rak/,#,0.014364,0.002229,0.002274,1.69,
rod,/rad/,HFRIC,0.029722,0.002563,0.003795,1.87,
rode,/rOd/,#,0.014207,0.009030,0.000978,1.77,
roe,/rO/,#,0.001906,0.008572,0.002069,1.57,
role,/rOl/,#,0.006108,0.001408,0.002923,1.77,
roll,/rOl/,HRI,0.023544,0.017419,0.017941,1.78,
rolled,/rOld/,REG,0.021384,0.007488,0.016708,1.79,
rome,/rOm/,#,0.013117,0.043016,0.057679,1.93,
romp,/ramp/,#,0.012649,0.071318,0.034337,1.89,
roof,/rUf/,#,0.015709,0.012009,0.023254,1.85,
rook,/ruk/,#,0.041631,0.196777,0.010133,1.78,
room,/rUm/,#,0.002194,0.000474,0.004316,1.55,
roost,/rUst/,#,0.049184,0.168160,0.101424,1.73,
root,/rUt/,HRI,0.033300,0.009579,0.011388,1.72,
rope,/rOp/,#,0.021760,0.032798,0.007422,1.66,
rose,/rOz/,#,0.021347,0.005143,0.024895,1.76,
rot,/rat/,#,0.030200,0.008384,0.012050,1.83,
rouge,/rUZ/,#,0.472336,0.349010,0.308775,2.41,
rough,/r^f/,#,0.169129,0.093237,0.168843,2.04,
round,/rWnd/,#,0.007390,0.003261,0.005854,1.72,
rouse,/rWz/,LFE,0.525332,0.563883,0.169564,2.15,
rout,/rWt/,#,0.006343,0.066528,0.023895,1.72,
route,/rUt/,homg,1.365904,1.515398,1.480147,3.42,
*route,/rWt/,homg,1.447821,1.284720,1.318166,3.42,
rove,/rOv/,#,0.074217,0.182246,0.041132,1.98,
row,/rO/,homg,1.270475,1.370621,1.382211,3.32,
*row,/rW/,homg,1.522788,1.403170,1.394021,3.32,
rub,/r^b/,#,0.003872,0.011488,0.005904,1.73,
rude,/rUd/,#,0.015664,0.006873,0.007877,1.82,
rue,/rU/,#,0.025433,0.004813,0.004957,1.69,
rug,/r^g/,#,0.023324,0.010316,0.008285,1.85,
rule,/rUl/,#,0.034275,0.011032,0.022798,1.85,
rum,/r^m/,#,0.036483,0.034901,0.106976,1.55,
rump,/r^mp/,#,0.004096,0.001168,0.002192,1.56,
run,/r^n/,#,0.017259,0.002536,0.002842,1.6,
rung,/r^N/,#,0.006491,0.009649,0.025044,1.88,
runt,/r^nt/,#,0.018943,0.002114,0.004260,1.62,
ruse,/rUs/,#,0.141133,0.288278,0.260698,1.99,
rush,/r^S/,#,0.004069,0.007162,0.005388,1.82,
rust,/r^st/,REG,0.008473,0.006340,0.000871,1.6,
rut,/r^t/,#,0.013490,0.044777,0.001781,1.66,
rye,/rI/,#,0.029244,0.014892,0.026861,1.79,
sack,/s@k/,#,0.004002,0.002307,0.001613,1.59,
sad,/s@d/,#,0.043404,0.005213,0.010281,1.61,
safe,/sAf/,#,0.008337,0.002809,0.018008,1.75,
sag,/s@g/,#,0.013755,0.003895,0.026992,1.73,
sage,/sAj/,#,0.014112,0.001540,0.001543,1.69,
said,/sed/,HFE,0.079216,0.001398,0.011690,1.64,
sail,/sAl/,#,0.001392,0.015270,0.008295,1.62,
saint,/sAnt/,#,0.033335,0.009353,0.026461,1.63,
sake,/sAk/,#,0.007683,0.005494,0.001619,1.74,
sale,/sAl/,#,0.017154,0.007126,0.009805,1.71,
salt,/solt/,#,0.055792,0.024893,0.015133,1.81,
salve,/s@v/,#,0.239004,0.785056,0.144335,2.36,
same,/sAm/,#,0.002952,0.000486,0.002317,1.61,
sand,/s@nd/,HRI,0.005377,0.000951,0.007059,1.6,
sane,/sAn/,#,0.029620,0.029807,0.013164,1.92,
sang,/s@N/,#,0.006346,0.004670,0.005118,1.69,
sank,/s@Nk/,LEC,0.004592,0.007186,0.008924,1.53,
sap,/s@p/,#,0.040143,0.068700,0.009801,1.58,
sash,/s@S/,#,0.040264,0.006318,0.025734,1.65,
sat,/s@t/,#,0.015776,0.001813,0.007414,1.65,
sauce,/sos/,#,0.065441,0.035178,0.055682,1.82,
sauve,/sOv/,#,0.215594,0.423702,0.128506,1.79,
save,/sAv/,#,0.115119,0.019448,0.012553,1.91,
saw,/so/,#,0.002651,0.000210,0.000406,1.49,
sax,/s@ks/,#,0.008528,0.032083,0.002920,1.69,
say,/sA/,#,0.001920,0.000780,0.001932,1.56,
says,/sez/,HFE,0.037727,0.006138,0.014008,1.67,
scald,/skold/,#,0.351931,0.164008,0.147611,2.32,
scale,/skAl/,#,0.011106,0.008305,0.011365,1.8,
scalp,/sk@lp/,UNQ,0.140369,0.073311,0.102324,1.91,
scan,/sk@n/,#,0.012304,0.000649,0.022814,1.65,
scant,/sk@nt/,#,0.052512,0.052971,0.025332,1.61,
scar,/skar/,#,0.014663,0.057232,0.000495,1.63,
scarce,/skArs/,#,0.141434,0.043276,0.080720,2,
scare,/skAr/,#,0.012213,0.001605,0.008323,1.7,
scarf,/skarf/,EXPT,0.075461,0.075067,0.021060,1.76,
scene,/sEn/,#,0.095312,0.012211,0.034808,1.69,
scent,/sent/,#,0.005462,0.003177,0.005061,1.59,
scheme,/skEm/,#,0.147494,0.036972,0.095627,1.71,
schnook,/Snuk/,#,0.214737,0.742209,0.228798,2,
school,/skUl/,#,0.065604,0.003171,0.006099,1.74,
scold,/skOld/,#,0.056955,0.002731,0.027171,1.58,
scone,/skOn/,#,0.118400,0.047978,0.110590,1.9,
scoop,/skUp/,#,0.032481,0.004656,0.035089,1.82,
scope,/skOp/,#,0.036275,0.021698,0.008195,1.76,
score,/skOr/,#,0.001417,0.000636,0.003034,1.68,
scorn,/skOrn/,#,0.019807,0.004612,0.006744,1.72,
scotch,/skaC/,#,0.049145,0.007094,0.017572,1.76,
scour,/skWr/,#,0.385629,0.828674,0.285442,1.91,
scourge,/skurj/,#,0.190535,0.152844,0.131128,1.97,
scout,/skWt/,#,0.032893,0.002709,0.014528,1.73,
scrap,/skr@p/,#,0.024640,0.006451,0.003343,1.74,
scrape,/skrAp/,#,0.010871,0.014742,0.016731,1.72,
scratch,/skr@C/,#,0.002731,0.007512,0.004452,1.78,
scream,/skrEm/,#,0.015821,0.002529,0.013700,3.55,
screech,/skrEC/,#,0.010568,0.023901,0.039940,1.63,
screen,/skrEn/,#,0.002538,0.006023,0.005400,1.61,
screw,/skrU/,#,0.024752,0.018053,0.029310,1.76,
scribe,/skrIb/,#,0.020187,0.049490,0.052518,1.82,
scrim,/skrim/,#,0.078446,0.003773,0.063397,1.58,
script,/skript/,#,0.006267,0.048272,0.001709,1.69,
scroll,/skrOl/,#,0.082493,0.092860,0.028735,1.71,
scrub,/skr^b/,#,0.020099,0.006199,0.014089,1.72,
scuff,/sk^f/,#,0.003782,0.010603,0.010385,1.68,
sea,/sE/,#,0.015088,0.004084,0.000134,1.6,
seal,/sEl/,#,0.010544,0.002317,0.000501,1.68,
seam,/sEm/,#,0.001339,0.002036,0.015750,1.57,
sear,/sEr/,#,0.015035,0.005786,0.025352,1.76,
search,/surC/,#,0.038565,0.018445,0.016082,1.82,
seat,/sEt/,#,0.104768,0.024825,0.028106,1.7,
sect,/sekt/,#,0.062888,0.124741,0.068555,1.85,
see,/sE/,HEC,0.000698,0.000105,0.000121,1.55,
seed,/sEd/,REG,0.007624,0.000100,0.001967,1.58,
seeds,/sEdz/,REG,0.020379,0.005971,0.013487,1.65,
seek,/sEk/,#,0.003707,0.000661,0.000391,1.62,
seem,/sEm/,#,0.001717,0.000344,0.001816,1.5,
seen,/sEn/,#,0.001772,0.001985,0.001361,1.57,
seep,/sEp/,#,0.001661,0.002406,0.001170,1.54,
seize,/sEz/,STR,0.053470,0.046634,0.044158,1.78,
self,/self/,#,0.015535,0.001488,0.000660,1.56,
sell,/sel/,#,0.001036,0.000082,0.000110,1.52,
send,/send/,#,0.011077,0.000553,0.002146,1.52,
sense,/sens/,#,0.041229,0.004312,0.007824,1.68,
sent,/sent/,HFRIC,0.000515,0.000089,0.000326,1.47,
serf,/surf/,UNQ,0.009344,0.052022,0.011371,2.16,
serge,/surj/,#,0.006510,0.005535,0.006937,1.73,
serve,/surv/,#,0.026809,0.003480,0.009693,1.89,
set,/set/,#,0.001381,0.000176,0.000285,1.52,
sew,/sO/,LFE,0.219863,0.161365,0.154617,1.9,
sewn,/sOn/,#,0.313679,0.133801,0.051525,2.01,
sex,/seks/,#,0.012893,0.001943,0.002137,1.74,
shack,/S@k/,#,0.005007,0.011225,0.014231,1.52,
shade,/SAd/,#,0.003863,0.014546,0.021226,1.77,
shaft,/S@ft/,REG,0.008182,0.010342,0.002790,1.5,
shag,/S@g/,#,0.021454,0.051504,0.014953,1.66,
shah,/Sa/,#,0.270840,0.229063,0.163495,3.33,
shake,/SAk/,#,0.002708,0.005604,0.005250,1.68,
shall,/S@l/,HFE,0.047118,0.003557,0.015930,1.68,
sham,/S@m/,#,0.062037,0.004453,0.057491,1.57,
shame,/SAm/,#,0.017045,0.003285,0.004616,1.71,
shank,/S@Nk/,#,0.014394,0.008369,0.008590,1.53,
shape,/SAp/,#,0.002906,0.001440,0.000983,1.61,
shard,/Sard/,#,0.002635,0.003710,0.004152,1.56,
share,/SAr/,#,0.008722,0.002988,0.010523,1.73,
shark,/Sark/,#,0.011808,0.006608,0.001998,1.56,
sharp,/Sarp/,#,0.007911,0.004532,0.005948,1.6,
shave,/SAv/,REG,0.067838,0.015940,0.020382,1.77,
shawl,/Sol/,#,0.012029,0.009442,0.008223,1.6,
shay,/SA/,#,0.001256,0.019698,0.000916,1.55,
she,/SE/,#,0.020220,0.000334,0.001995,1.65,
sheaf,/SEf/,#,0.005225,0.029761,0.010749,1.6,
shear,/SEr/,#,0.026684,0.000699,0.002451,1.74,
sheath,/SET/,#,0.066300,0.078281,0.046011,2.09,
shed,/Sed/,#,0.016143,0.005478,0.003461,1.64,
sheen,/SEn/,#,0.034190,0.002432,0.000886,1.59,
sheep,/SEp/,#,0.001066,0.000567,0.001667,1.52,
sheer,/SEr/,#,0.005580,0.000436,0.002247,1.6,
sheet,/SEt/,#,0.009933,0.001339,0.002802,1.65,
sheik,/SEk/,#,0.037951,0.034251,0.019964,1.59,
shelf,/Self/,#,0.033893,0.005939,0.012153,1.73,
shell,/Sel/,REG,0.042515,0.011877,0.005877,1.65,
shield,/SEld/,#,0.056532,0.055050,0.040432,1.78,
shift,/Sift/,#,0.008881,0.008014,0.009957,1.74,
shill,/Sil/,#,0.002711,0.000888,0.004234,1.69,
shim,/Sim/,#,0.028267,0.005228,0.003016,1.73,
shin,/Sin/,#,0.014301,0.064788,0.029213,1.64,
shine,/SIn/,#,0.039339,0.017405,0.009866,1.76,
ship,/Sip/,#,0.001258,0.003108,0.001783,1.61,
ships,/Sips/,REG,0.025431,0.011913,0.012247,1.6,
shirt,/Surt/,#,0.001767,0.009379,0.001904,1.63,
shit,/Sit/,#,0.013065,0.007136,0.047671,1.75,
shoal,/SOl/,#,0.009001,0.017859,0.047330,1.68,
shock,/Sak/,#,0.004898,0.001313,0.011063,1.69,
shod,/Sad/,#,0.020125,0.099473,0.049158,1.77,
shoe,/SU/,LFE,0.128541,0.065202,0.045379,1.86,
shone,/SOn/,#,0.039460,0.061378,0.065589,1.8,
shook,/Suk/,#,0.054871,0.005023,0.006033,1.68,
shoot,/SUt/,#,0.032884,0.036487,0.036593,1.73,
shop,/Sap/,#,0.005158,0.004736,0.001627,1.72,
shore,/SOr/,#,0.007889,0.000703,0.001323,1.74,
short,/SOrt/,#,0.009417,0.002544,0.008617,1.66,
shot,/Sat/,#,0.023810,0.004131,0.015898,1.72,
should,/Sud/,#,0.043919,0.001722,0.009543,1.62,
shout,/SWt/,#,0.005402,0.025079,0.020967,1.95,
shove,/S^v/,#,0.128411,0.170527,0.058132,4.22,
show,/SO/,#,0.024881,0.002655,0.011180,1.66,
shown,/SOn/,#,0.012870,0.001112,0.005457,1.61,
shrank,/Sr@Nk/,#,0.013254,0.027231,0.014696,1.58,
shred,/Sred/,#,0.004461,0.005174,0.014716,1.69,
shrewd,/SrUd/,#,0.038995,0.019713,0.005590,1.71,
shriek,/SrEk/,#,0.022262,0.048650,0.032194,5.21,
shrill,/Sril/,#,0.015178,0.004832,0.001200,1.73,
shrimp,/Srimp/,#,0.004044,0.041462,0.033827,1.79,
shrine,/SrIn/,#,0.012137,0.112246,0.026730,1.79,
shrink,/SriNk/,#,0.004496,0.036109,0.031096,1.61,
shroud,/SrWd/,#,0.049396,0.139491,0.052844,1.95,
shrub,/Sr^b/,#,0.009997,0.026124,0.081042,1.95,
shrug,/Sr^g/,#,0.027565,0.033354,0.026217,1.89,
shuck,/S^k/,#,0.007360,0.001439,0.002366,1.64,
shun,/S^n/,#,0.006228,0.003970,0.021064,1.74,
shunt,/S^nt/,#,0.040891,0.004355,0.000965,1.76,
shush,/S^S/,#,0.021787,0.131311,0.054964,1.83,
shut,/S^t/,#,0.011514,0.005670,0.006669,1.62,
shy,/SI/,#,0.008812,0.007131,0.009622,1.7,
sick,/sik/,#,0.018989,0.001623,0.001236,1.66,
side,/sId/,#,0.003842,0.001348,0.004462,1.7,
siege,/sEj/,#,0.069639,0.068435,0.073416,1.87,
sieve,/siv/,STREXPT,0.591401,0.961567,0.246799,1.97,
sift,/sift/,#,0.014719,0.011933,0.008420,1.79,
sigh,/sI/,#,0.008589,0.006809,0.019271,1.77,
sight,/sIt/,#,0.003398,0.003876,0.003734,1.57,
sign,/sIn/,HSTR,0.037256,0.010546,0.022257,1.69,
silk,/silk/,#,0.004349,0.003562,0.009755,1.65,
sill,/sil/,REG,0.001518,0.000175,0.000227,1.58,
silt,/silt/,#,0.001135,0.001157,0.001883,1.61,
sin,/sin/,#,0.004786,0.002885,0.001715,1.54,
since,/sins/,#,0.005213,0.001263,0.004178,1.68,
sine,/sIn/,#,0.059122,0.018158,0.064054,1.76,
sing,/siN/,#,0.002761,0.005294,0.005266,1.67,
sink,/siNk/,CON,0.004181,0.003852,0.009329,1.57,
sioux,/sU/,#,0.089485,0.145690,0.099132,2.1,
sip,/sip/,#,0.001173,0.002205,0.001663,1.58,
sir,/sur/,#,0.006682,0.001736,0.006196,1.65,
sit,/sit/,#,0.001806,0.000317,0.000421,1.61,
site,/sIt/,#,0.023281,0.005632,0.007574,1.64,
six,/siks/,#,0.003281,0.001601,0.004535,1.7,
sixth,/siksT/,#,0.047617,0.035336,0.047528,2.06,
size,/sIz/,HSTR,0.021205,0.006342,0.007414,1.8,
skate,/skAt/,CON,0.028370,0.005850,0.006257,1.76,
skeet,/skEt/,#,0.008982,0.001221,0.004973,1.67,
sketch,/skeC/,#,0.005979,0.009623,0.005187,1.83,
ski,/skE/,#,0.167904,0.310057,0.180166,2.67,
skid,/skid/,#,0.103614,0.043959,0.017937,2.05,
skiff,/skif/,#,0.004306,0.001306,0.009875,1.68,
skill,/skil/,#,0.002167,0.001692,0.001579,1.61,
skin,/skin/,HFRIC,0.018332,0.026977,0.025241,1.66,
skip,/skip/,#,0.004793,0.007915,0.004231,1.67,
skirt,/skurt/,#,0.004844,0.020137,0.007461,1.68,
skit,/skit/,#,0.016272,0.006317,0.015854,3.08,
skulk,/sk^lk/,#,0.027594,0.029053,0.013488,1.88,
skull,/sk^l/,#,0.002948,0.011716,0.014575,1.67,
skunk,/sk^Nk/,#,0.027373,0.036018,0.006733,1.87,
sky,/skI/,#,0.013508,0.003074,0.009406,1.69,
slab,/sl@b/,#,0.020868,0.018506,0.022344,1.82,
slack,/sl@k/,#,0.007207,0.012441,0.004076,1.6,
slain,/slAn/,#,0.007096,0.075591,0.014525,1.7,
slam,/sl@m/,LEC,0.013424,0.000823,0.004226,1.65,
slang,/sl@N/,#,0.025981,0.004870,0.005883,1.72,
slant,/sl@nt/,#,0.008445,0.001895,0.004446,1.59,
slap,/sl@p/,#,0.016060,0.004617,0.004537,1.87,
slash,/sl@S/,#,0.023516,0.026381,0.017511,1.89,
slat,/sl@t/,#,0.011621,0.000638,0.018622,1.64,
slate,/slAt/,#,0.009070,0.019630,0.030829,1.79,
slave,/slAv/,#,0.011913,0.013225,0.008277,1.89,
slay,/slA/,#,0.004119,0.001609,0.011147,1.57,
sleek,/slEk/,#,0.001466,0.000565,0.000802,1.67,
sleep,/slEp/,#,0.001684,0.003448,0.001013,1.59,
sleet,/slEt/,#,0.000437,0.000961,0.000864,1.61,
sleeve,/slEv/,#,0.006889,0.004166,0.005239,1.72,
sleight,/slIt/,#,0.098542,0.223398,0.103612,1.83,
slept,/slept/,#,0.000960,0.006979,0.003511,1.55,
slice,/slIs/,#,0.015897,0.004677,0.021739,1.86,
slick,/slik/,#,0.006917,0.001950,0.002041,1.66,
slid,/slid/,#,0.018839,0.011881,0.002122,1.73,
slide,/slId/,#,0.005608,0.001762,0.016004,1.69,
slight,/slIt/,#,0.008846,0.001278,0.005683,1.6,
slim,/slim/,#,0.010993,0.005959,0.003664,1.68,
slime,/slIm/,#,0.005273,0.006391,0.012101,1.66,
sling,/sliN/,#,0.012314,0.022655,0.006702,1.68,
slip,/slip/,LEC,0.002278,0.002363,0.003331,1.63,
slit,/slit/,#,0.005959,0.004278,0.001659,1.64,
slob,/slab/,#,0.057763,0.075696,0.029992,2.03,
sloe,/slO/,#,0.016217,0.039992,0.006606,1.76,
sloop,/slUp/,#,0.034578,0.023702,0.026903,1.71,
slop,/slap/,#,0.017576,0.027658,0.006452,1.81,
slope,/slOp/,#,0.016797,0.019275,0.006491,1.73,
slot,/slat/,#,0.050148,0.008703,0.014547,1.91,
slouch,/slWC/,#,0.191553,0.106571,0.086704,2.02,
slough,/sl^f/,#,0.270654,0.355569,0.270086,2.14,
slow,/slO/,#,0.032912,0.015461,0.030278,1.76,
